Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Charlotte Hornets,27,REB,F,Giannis Antetokounmpo,Milwaukee Bucks,11.5,105,40%
Charlotte Hornets,27,REB,F,Jae Crowder,Milwaukee Bucks,4.5,-125,46%
Oklahoma City Thunder,29,PTS,G,Tre Jones,San Antonio Spurs,9.5,-110,53%
Oklahoma City Thunder,29,REB,G,Tre Jones,San Antonio Spurs,3.5,110,33%
Oklahoma City Thunder,29,AST,G,Tre Jones,San Antonio Spurs,6.5,-115,60%
