Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Phoenix Suns,27,TOV,G,Jalen Green,Houston Rockets,2.5,124,46%
Houston Rockets,30,BLK,G,Grayson Allen,Phoenix Suns,0.5,-110,53%
Houston Rockets,30,BLK,G,Devin Booker,Phoenix Suns,0.5,124,46%
Los Angeles Lakers,27,FG3M,G,Jamal Murray,Denver Nuggets,2.5,-115,40%
Los Angeles Lakers,27,FG3M,G,Jamal Murray,Denver Nuggets,2.5,-113,40%
Denver Nuggets,29,TOV,F,Rui Hachimura,Los Angeles Lakers,0.5,-150,53%
Atlanta Hawks,27,BLK,F,Cameron Johnson,Brooklyn Nets,0.5,145,33%
Houston Rockets,28,BLK,F,Kevin Durant,Phoenix Suns,1.5,130,53%
Atlanta Hawks,28,FG3M,F,Cameron Johnson,Brooklyn Nets,2.5,-140,26%
