Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
LA Clippers,27,REB,C,Deandre Ayton,Portland Trail Blazers,12.5,104,40%
LA Clippers,27,REB,C,Deandre Ayton,Portland Trail Blazers,12.5,105,40%
Miami Heat,28,PTS,G,Darius Garland,Cleveland Cavaliers,20.5,-125,33%
Miami Heat,28,PTS,G,Darius Garland,Cleveland Cavaliers,20.5,-108,33%
Miami Heat,28,PTS,G,Darius Garland,Cleveland Cavaliers,21.5,-105,33%
Utah Jazz,26,PTS,G,Luguentz Dort,Oklahoma City Thunder,10.5,-130,60%
Utah Jazz,26,PTS,G,Luguentz Dort,Oklahoma City Thunder,10.5,-125,60%
Utah Jazz,26,PTS,G,Josh Giddey,Oklahoma City Thunder,11.5,-120,60%
Utah Jazz,26,PTS,G,Josh Giddey,Oklahoma City Thunder,11.5,-118,60%
Utah Jazz,26,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,31.5,-125,40%
Utah Jazz,26,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,30.5,-122,66%
Utah Jazz,26,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,31.5,-104,40%
Indiana Pacers,28,REB,G,Cade Cunningham,Detroit Pistons,4.5,-115,53%
Indiana Pacers,28,REB,G,Cade Cunningham,Detroit Pistons,4.5,-106,53%
Indiana Pacers,28,REB,G,Jaden Ivey,Detroit Pistons,2.5,-150,46%
Indiana Pacers,28,REB,G,Jaden Ivey,Detroit Pistons,3.5,110,13%
Indiana Pacers,28,REB,G,Jaden Ivey,Detroit Pistons,3.5,110,13%
Memphis Grizzlies,29,REB,G,Stephen Curry,Golden State Warriors,4.5,-115,40%
Memphis Grizzlies,29,REB,G,Stephen Curry,Golden State Warriors,4.5,-106,40%
Memphis Grizzlies,29,REB,G,Klay Thompson,Golden State Warriors,3.5,-115,40%
Memphis Grizzlies,29,REB,G,Klay Thompson,Golden State Warriors,3.5,100,40%
Phoenix Suns,27,AST,G,Tyrese Maxey,Philadelphia 76ers,5.5,100,20%
Phoenix Suns,27,AST,G,Tyrese Maxey,Philadelphia 76ers,5.5,100,20%
Toronto Raptors,28,AST,G,De'Aaron Fox,Sacramento Kings,6.5,-122,53%
Toronto Raptors,28,AST,G,De'Aaron Fox,Sacramento Kings,6.5,-110,53%
Toronto Raptors,28,PTS,F,Harrison Barnes,Sacramento Kings,13.5,-118,46%
Toronto Raptors,28,PTS,F,Harrison Barnes,Sacramento Kings,13.5,-110,46%
Toronto Raptors,28,PTS,F,Keegan Murray,Sacramento Kings,14.5,-128,40%
Toronto Raptors,28,PTS,F,Keegan Murray,Sacramento Kings,14.5,-115,40%
Toronto Raptors,30,REB,F,Harrison Barnes,Sacramento Kings,3.5,-125,46%
Toronto Raptors,30,REB,F,Harrison Barnes,Sacramento Kings,3.5,-108,46%
Toronto Raptors,30,REB,F,Keegan Murray,Sacramento Kings,6.5,-130,20%
Toronto Raptors,30,REB,F,Keegan Murray,Sacramento Kings,6.5,-122,20%
Philadelphia 76ers,26,AST,F,Kevin Durant,Phoenix Suns,4.5,130,53%
Philadelphia 76ers,26,AST,F,Kevin Durant,Phoenix Suns,4.5,132,53%
