Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Charlotte Hornets,1,PTS,C,Jalen Duren,Detroit Pistons,13.5,-115,54%
Charlotte Hornets,1,PTS,C,Jalen Duren,Detroit Pistons,13.5,-106,54%
Dallas Mavericks,3,REB,C,Nikola Vucevic,Chicago Bulls,11.5,104,47%
Dallas Mavericks,3,REB,C,Nikola Vucevic,Chicago Bulls,11.5,105,47%
Charlotte Hornets,2,REB,C,Jalen Duren,Detroit Pistons,11.5,-110,40%
Charlotte Hornets,2,REB,C,Jalen Duren,Detroit Pistons,11.5,-102,40%
Golden State Warriors,2,PTS,G,Tre Jones,San Antonio Spurs,8.5,-120,40%
Golden State Warriors,2,PTS,G,Tre Jones,San Antonio Spurs,8.5,-106,40%
Cleveland Cavaliers,5,REB,G,Grayson Allen,Phoenix Suns,3.5,-130,47%
Cleveland Cavaliers,5,REB,G,Grayson Allen,Phoenix Suns,3.5,-125,47%
Cleveland Cavaliers,5,REB,G,Bradley Beal,Phoenix Suns,3.5,112,67%
Cleveland Cavaliers,5,REB,G,Bradley Beal,Phoenix Suns,3.5,124,67%
Cleveland Cavaliers,5,REB,G,Devin Booker,Phoenix Suns,4.5,-150,54%
Cleveland Cavaliers,5,REB,G,Devin Booker,Phoenix Suns,3.5,110,60%
Denver Nuggets,2,AST,G,Immanuel Quickley,Toronto Raptors,7.5,104,27%
Denver Nuggets,2,AST,G,Immanuel Quickley,Toronto Raptors,7.5,110,27%
Detroit Pistons,5,AST,G,Vasilije Micic,Charlotte Hornets,7.5,-104,20%
Detroit Pistons,5,AST,G,Vasilije Micic,Charlotte Hornets,7.5,100,20%
San Antonio Spurs,4,AST,F,Draymond Green,Golden State Warriors,5.5,105,40%
San Antonio Spurs,4,AST,F,Draymond Green,Golden State Warriors,5.5,112,40%
San Antonio Spurs,4,AST,F,Jonathan Kuminga,Golden State Warriors,2.5,-118,54%
San Antonio Spurs,4,AST,F,Jonathan Kuminga,Golden State Warriors,2.5,-110,54%
