Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Sacramento Kings,30,AST,C,Nikola Vucevic,Chicago Bulls,2.5,-130,60%
Sacramento Kings,30,AST,C,Nikola Vucevic,Chicago Bulls,2.5,-128,60%
LA Clippers,29,PTS,G,Malik Beasley,Milwaukee Bucks,10.5,-130,46%
LA Clippers,29,PTS,G,Malik Beasley,Milwaukee Bucks,11.5,-108,46%
Washington Wizards,28,PTS,G,Keyonte George,Utah Jazz,17.5,-111,33%
Washington Wizards,28,PTS,G,Collin Sexton,Utah Jazz,22.5,-118,13%
Washington Wizards,28,PTS,G,Collin Sexton,Utah Jazz,23.5,-110,13%
Memphis Grizzlies,30,REB,G,Dennis Schroder,Brooklyn Nets,3.5,118,26%
Memphis Grizzlies,30,REB,G,Dennis Schroder,Brooklyn Nets,3.5,120,26%
Utah Jazz,30,AST,G,Tyus Jones,Washington Wizards,10.5,-110,40%
Utah Jazz,30,AST,G,Jordan Poole,Washington Wizards,3.5,-135,66%
Memphis Grizzlies,30,REB,F,Dorian Finney-Smith,Brooklyn Nets,5.5,-105,13%
Memphis Grizzlies,30,REB,F,Dorian Finney-Smith,Brooklyn Nets,5.5,116,13%
Memphis Grizzlies,30,REB,F,Cameron Johnson,Brooklyn Nets,4.5,-135,33%
