Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Los Angeles Lakers,5,REB,C,Clint Capela,Atlanta Hawks,10.5,-146,60%
Los Angeles Lakers,5,REB,C,Clint Capela,Atlanta Hawks,9.5,110,67%
Golden State Warriors,2,PTS,G,Jalen Brunson,New York Knicks,29.5,-125,60%
Golden State Warriors,2,PTS,G,Jalen Brunson,New York Knicks,30.5,-120,60%
Golden State Warriors,2,PTS,G,Jalen Brunson,New York Knicks,29.5,-110,60%
Golden State Warriors,2,PTS,G,Josh Hart,New York Knicks,11.5,-130,67%
Golden State Warriors,2,PTS,G,Josh Hart,New York Knicks,11.5,-122,67%
Golden State Warriors,2,PTS,G,Josh Hart,New York Knicks,10.5,100,67%
New York Knicks,4,PTS,G,Stephen Curry,Golden State Warriors,26.5,-122,54%
New York Knicks,4,PTS,G,Stephen Curry,Golden State Warriors,26.5,-115,54%
New York Knicks,4,PTS,G,Brandin Podziemski,Golden State Warriors,10.5,-130,54%
New York Knicks,4,PTS,G,Brandin Podziemski,Golden State Warriors,9.5,-125,60%
New York Knicks,4,PTS,G,Brandin Podziemski,Golden State Warriors,10.5,-125,54%
New York Knicks,4,PTS,G,Brandin Podziemski,Golden State Warriors,9.5,-118,60%
Atlanta Hawks,1,PTS,G,Austin Reaves,Los Angeles Lakers,16.5,-125,47%
Atlanta Hawks,1,PTS,G,Austin Reaves,Los Angeles Lakers,15.5,100,60%
Atlanta Hawks,1,PTS,G,D'Angelo Russell,Los Angeles Lakers,17.5,-104,67%
Minnesota Timberwolves,5,PTS,G,Keyonte George,Utah Jazz,19.5,-110,40%
Portland Trail Blazers,1,REB,G,Alex Caruso,Chicago Bulls,4.5,-135,40%
Portland Trail Blazers,1,REB,G,Alex Caruso,Chicago Bulls,4.5,-130,40%
Portland Trail Blazers,1,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,105,47%
Portland Trail Blazers,1,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,108,47%
Cleveland Cavaliers,5,REB,G,Tyrese Haliburton,Indiana Pacers,4.5,-145,34%
Cleveland Cavaliers,5,REB,G,Tyrese Haliburton,Indiana Pacers,3.5,124,47%
Sacramento Kings,2,REB,G,Desmond Bane,Memphis Grizzlies,4.5,-135,94%
Sacramento Kings,2,REB,G,Desmond Bane,Memphis Grizzlies,4.5,-122,94%
Indiana Pacers,1,AST,G,Darius Garland,Cleveland Cavaliers,6.5,-130,60%
Indiana Pacers,1,AST,G,Darius Garland,Cleveland Cavaliers,6.5,-115,60%
