Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
New York Knicks,2,PTS,C,Jalen Duren,Detroit Pistons,13.5,-122,47%
New York Knicks,2,PTS,C,James Wiseman,Detroit Pistons,5.5,-118,74%
New York Knicks,1,REB,C,Jalen Duren,Detroit Pistons,10.5,100,60%
New York Knicks,1,REB,C,James Wiseman,Detroit Pistons,4.5,-124,74%
Toronto Raptors,4,PTS,G,Tyrese Haliburton,Indiana Pacers,21.5,-112,40%
New York Knicks,1,PTS,G,Cade Cunningham,Detroit Pistons,20.5,-120,60%
New York Knicks,1,PTS,G,Quentin Grimes,Detroit Pistons,8.5,-104,74%
New York Knicks,1,PTS,G,Jaden Ivey,Detroit Pistons,15.5,-120,54%
Indiana Pacers,3,AST,G,Immanuel Quickley,Toronto Raptors,5.5,-110,60%
Memphis Grizzlies,1,AST,G,Cam Thomas,Brooklyn Nets,2.5,122,67%
New York Knicks,2,AST,G,Cade Cunningham,Detroit Pistons,6.5,108,87%
New York Knicks,2,AST,G,Jaden Ivey,Detroit Pistons,3.5,-114,54%
New York Knicks,4,REB,F,Simone Fontecchio,Detroit Pistons,3.5,-120,74%
