Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Dallas Mavericks,29,PTS,C,Nikola Jokic,Denver Nuggets,26.5,-120,46%
Dallas Mavericks,29,PTS,C,Nikola Jokic,Denver Nuggets,27.5,-105,46%
Dallas Mavericks,29,PTS,C,Nikola Jokic,Denver Nuggets,27.5,100,46%
San Antonio Spurs,30,PTS,C,Nic Claxton,Brooklyn Nets,11.5,-130,46%
San Antonio Spurs,30,PTS,C,Nic Claxton,Brooklyn Nets,12.5,-108,33%
LA Clippers,27,REB,C,Clint Capela,Atlanta Hawks,10.5,-128,33%
LA Clippers,27,REB,C,Clint Capela,Atlanta Hawks,11.5,100,26%
LA Clippers,27,REB,C,Clint Capela,Atlanta Hawks,11.5,106,26%
Miami Heat,26,AST,C,Jalen Duren,Detroit Pistons,2.5,-120,53%
Miami Heat,26,AST,C,Jalen Duren,Detroit Pistons,2.5,-118,53%
Dallas Mavericks,29,PTS,G,Christian Braun,Denver Nuggets,5.5,-140,60%
Dallas Mavericks,29,PTS,G,Christian Braun,Denver Nuggets,6.5,116,60%
Dallas Mavericks,29,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,7.5,-145,53%
Dallas Mavericks,29,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,8.5,-115,53%
Dallas Mavericks,29,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,8.5,-110,53%
Dallas Mavericks,29,PTS,G,Reggie Jackson,Denver Nuggets,6.5,-122,53%
Dallas Mavericks,29,PTS,G,Jamal Murray,Denver Nuggets,21.5,-135,40%
Dallas Mavericks,29,PTS,G,Jamal Murray,Denver Nuggets,21.5,-122,40%
Dallas Mavericks,29,PTS,G,Jamal Murray,Denver Nuggets,22.5,100,40%
Dallas Mavericks,29,PTS,G,Peyton Watson,Denver Nuggets,6.5,-110,46%
Miami Heat,28,PTS,G,Cade Cunningham,Detroit Pistons,20.5,-118,66%
Miami Heat,28,PTS,G,Cade Cunningham,Detroit Pistons,21.5,-110,60%
Miami Heat,28,PTS,G,Cade Cunningham,Detroit Pistons,21.5,-102,60%
Miami Heat,28,PTS,G,Jaden Ivey,Detroit Pistons,16.5,-110,26%
Miami Heat,28,PTS,G,Jaden Ivey,Detroit Pistons,16.5,-105,26%
Miami Heat,28,PTS,G,Marcus Sasser,Detroit Pistons,7.5,-120,26%
Miami Heat,28,PTS,G,Marcus Sasser,Detroit Pistons,8.5,-102,26%
Dallas Mavericks,27,REB,G,Kentavious Caldwell-Pope,Denver Nuggets,2.5,130,20%
Dallas Mavericks,27,REB,G,Kentavious Caldwell-Pope,Denver Nuggets,2.5,136,20%
Dallas Mavericks,27,REB,G,Jamal Murray,Denver Nuggets,4.5,124,33%
Dallas Mavericks,27,REB,G,Jamal Murray,Denver Nuggets,4.5,124,33%
Dallas Mavericks,29,AST,G,Jamal Murray,Denver Nuggets,6.5,-150,46%
Dallas Mavericks,29,AST,G,Jamal Murray,Denver Nuggets,7.5,114,40%
Dallas Mavericks,29,AST,G,Jamal Murray,Denver Nuggets,7.5,124,40%
Phoenix Suns,27,AST,G,Malik Beasley,Milwaukee Bucks,2.5,120,13%
Phoenix Suns,27,AST,G,Malik Beasley,Milwaukee Bucks,2.5,120,13%
Phoenix Suns,27,AST,G,Malik Beasley,Milwaukee Bucks,3.5,135,6%
Phoenix Suns,27,AST,G,Malik Beasley,Milwaukee Bucks,3.5,144,6%
