Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Minnesota Timberwolves,26,PTS,C,Ivica Zubac,LA Clippers,9.5,-130,46%
Minnesota Timberwolves,26,PTS,C,Ivica Zubac,LA Clippers,9.5,-120,46%
LA Clippers,27,REB,C,Rudy Gobert,Minnesota Timberwolves,14.5,-140,53%
LA Clippers,27,REB,C,Rudy Gobert,Minnesota Timberwolves,15.5,-110,46%
LA Clippers,27,REB,C,Rudy Gobert,Minnesota Timberwolves,15.5,102,46%
Memphis Grizzlies,29,REB,G,Tyus Jones,Washington Wizards,3.5,120,26%
Memphis Grizzlies,29,REB,G,Tyus Jones,Washington Wizards,3.5,122,26%
Indiana Pacers,28,REB,G,Luguentz Dort,Oklahoma City Thunder,3.5,-120,46%
Indiana Pacers,28,REB,G,Luguentz Dort,Oklahoma City Thunder,3.5,-108,46%
Indiana Pacers,28,REB,G,Josh Giddey,Oklahoma City Thunder,6.5,-130,33%
Indiana Pacers,28,REB,G,Josh Giddey,Oklahoma City Thunder,6.5,-122,33%
Indiana Pacers,28,REB,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,5.5,-130,46%
Indiana Pacers,28,REB,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,5.5,-122,46%
New York Knicks,29,PTS,F,Tobias Harris,Philadelphia 76ers,16.5,-118,33%
New York Knicks,29,PTS,F,Tobias Harris,Philadelphia 76ers,16.5,-110,33%
Sacramento Kings,27,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,31.5,-120,46%
Sacramento Kings,27,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,31.5,-115,46%
Sacramento Kings,27,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,32.5,-102,46%
