Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
San Antonio Spurs,28,PTS,C,Rudy Gobert,Minnesota Timberwolves,14.5,100,53%
Charlotte Hornets,27,REB,C,Brook Lopez,Milwaukee Bucks,5.5,110,33%
Oklahoma City Thunder,30,REB,C,Alperen Sengun,Houston Rockets,9.5,-125,60%
Atlanta Hawks,27,PTS,G,Jordan Clarkson,Utah Jazz,16.5,-105,33%
Atlanta Hawks,27,PTS,G,Kris Dunn,Utah Jazz,6.5,-120,66%
Atlanta Hawks,27,PTS,G,Keyonte George,Utah Jazz,14.5,-110,40%
Atlanta Hawks,27,PTS,G,Collin Sexton,Utah Jazz,17.5,-115,66%
Philadelphia 76ers,28,PTS,G,Derrick White,Boston Celtics,13.5,-130,60%
Atlanta Hawks,29,REB,G,Jordan Clarkson,Utah Jazz,3.5,124,26%
Atlanta Hawks,29,REB,G,Kris Dunn,Utah Jazz,3.5,114,26%
Atlanta Hawks,29,REB,G,Keyonte George,Utah Jazz,3.5,135,26%
Atlanta Hawks,29,REB,G,Collin Sexton,Utah Jazz,2.5,-125,53%
Boston Celtics,26,REB,G,Buddy Hield,Philadelphia 76ers,3.5,-120,40%
Boston Celtics,26,REB,G,Tyrese Maxey,Philadelphia 76ers,3.5,-150,33%
San Antonio Spurs,28,REB,G,Anthony Edwards,Minnesota Timberwolves,5.5,-130,46%
Utah Jazz,30,AST,G,Dejounte Murray,Atlanta Hawks,8.5,-135,20%
Charlotte Hornets,27,AST,G,Damian Lillard,Milwaukee Bucks,6.5,-140,46%
Charlotte Hornets,26,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,29.5,-110,60%
Washington Wizards,28,AST,F,Draymond Green,Golden State Warriors,5.5,-120,53%
Washington Wizards,28,AST,F,Jonathan Kuminga,Golden State Warriors,2.5,-110,73%
