Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Denver Nuggets,5,PTS,C,Rudy Gobert,Minnesota Timberwolves,14.5,-130,54%
Denver Nuggets,5,PTS,C,Rudy Gobert,Minnesota Timberwolves,13.5,-113,54%
Denver Nuggets,5,PTS,C,Rudy Gobert,Minnesota Timberwolves,13.5,100,54%
Orlando Magic,4,PTS,C,Nick Richards,Charlotte Hornets,9.5,-130,60%
Orlando Magic,4,PTS,C,Nick Richards,Charlotte Hornets,9.5,-130,60%
Orlando Magic,4,PTS,C,Nick Richards,Charlotte Hornets,8.5,100,67%
Orlando Magic,4,PTS,C,Nick Richards,Charlotte Hornets,8.5,104,67%
Orlando Magic,1,REB,C,Nick Richards,Charlotte Hornets,9.5,-140,60%
Orlando Magic,1,REB,C,Nick Richards,Charlotte Hornets,9.5,-130,60%
Orlando Magic,1,REB,C,Nick Richards,Charlotte Hornets,8.5,-115,60%
Orlando Magic,1,REB,C,Nick Richards,Charlotte Hornets,8.5,-113,60%
New Orleans Pelicans,3,PTS,G,Dennis Schroder,Brooklyn Nets,13.5,-120,54%
New Orleans Pelicans,3,PTS,G,Dennis Schroder,Brooklyn Nets,13.5,-118,54%
New Orleans Pelicans,3,PTS,G,Cam Thomas,Brooklyn Nets,21.5,-125,67%
New Orleans Pelicans,3,PTS,G,Cam Thomas,Brooklyn Nets,20.5,-104,74%
Minnesota Timberwolves,5,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,9.5,-136,60%
Minnesota Timberwolves,5,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,8.5,-113,74%
Minnesota Timberwolves,5,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,8.5,-110,74%
Minnesota Timberwolves,5,PTS,G,Jamal Murray,Denver Nuggets,20.5,-118,60%
Minnesota Timberwolves,5,PTS,G,Jamal Murray,Denver Nuggets,20.5,-110,60%
Denver Nuggets,2,AST,G,Anthony Edwards,Minnesota Timberwolves,4.5,-125,47%
Denver Nuggets,2,AST,G,Anthony Edwards,Minnesota Timberwolves,4.5,-111,47%
Houston Rockets,4,AST,G,Jalen Green,Washington Wizards,3.5,-125,47%
Houston Rockets,4,AST,G,Jalen Green,Washington Wizards,3.5,-110,47%
Brooklyn Nets,4,PTS,F,Brandon Ingram,New Orleans Pelicans,19.5,-115,54%
Brooklyn Nets,4,PTS,F,Brandon Ingram,New Orleans Pelicans,19.5,-110,54%
Brooklyn Nets,4,PTS,F,Herbert Jones,New Orleans Pelicans,8.5,-115,60%
Brooklyn Nets,4,PTS,F,Herbert Jones,New Orleans Pelicans,8.5,-104,60%
Brooklyn Nets,4,PTS,F,Naji Marshall,New Orleans Pelicans,6.5,-130,60%
Brooklyn Nets,4,PTS,F,Zion Williamson,New Orleans Pelicans,25.5,-125,47%
Brooklyn Nets,4,PTS,F,Zion Williamson,New Orleans Pelicans,24.5,-122,47%
Brooklyn Nets,4,PTS,F,Zion Williamson,New Orleans Pelicans,25.5,-120,47%
Brooklyn Nets,4,PTS,F,Zion Williamson,New Orleans Pelicans,24.5,-110,47%
Charlotte Hornets,3,PTS,F,Paolo Banchero,Orlando Magic,22.5,-125,60%
Charlotte Hornets,3,PTS,F,Paolo Banchero,Orlando Magic,21.5,-105,67%
Charlotte Hornets,3,PTS,F,Paolo Banchero,Orlando Magic,21.5,-104,67%
Charlotte Hornets,3,PTS,F,Franz Wagner,Orlando Magic,18.5,-113,40%
Charlotte Hornets,3,PTS,F,Franz Wagner,Orlando Magic,18.5,-105,40%
Charlotte Hornets,3,PTS,F,Franz Wagner,Orlando Magic,17.5,-104,40%
Charlotte Hornets,3,PTS,F,Franz Wagner,Orlando Magic,17.5,100,40%
Orlando Magic,5,AST,F,Miles Bridges,Charlotte Hornets,3.5,-145,47%
Orlando Magic,5,AST,F,Miles Bridges,Charlotte Hornets,3.5,-132,47%
Orlando Magic,5,AST,F,Brandon Miller,Charlotte Hornets,2.5,114,60%
