Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Cleveland Cavaliers,2,PTS,C,Nick Richards,Charlotte Hornets,9.5,-104,60%
Cleveland Cavaliers,2,PTS,C,Nick Richards,Charlotte Hornets,9.5,100,60%
Indiana Pacers,5,PTS,C,Nikola Vucevic,Chicago Bulls,17.5,-113,54%
Indiana Pacers,5,PTS,C,Nikola Vucevic,Chicago Bulls,16.5,-102,60%
Indiana Pacers,5,PTS,C,Nikola Vucevic,Chicago Bulls,16.5,110,60%
LA Clippers,4,PTS,C,Mo Bamba,Philadelphia 76ers,6.5,-130,40%
LA Clippers,4,PTS,C,Mo Bamba,Philadelphia 76ers,6.5,-122,40%
Washington Wizards,1,AST,C,Nic Claxton,Brooklyn Nets,2.5,-130,27%
Denver Nuggets,3,PTS,G,Grayson Allen,Phoenix Suns,11.5,-110,60%
Denver Nuggets,3,PTS,G,Grayson Allen,Phoenix Suns,11.5,100,60%
Denver Nuggets,3,PTS,G,Bradley Beal,Phoenix Suns,15.5,-125,60%
Denver Nuggets,3,PTS,G,Bradley Beal,Phoenix Suns,15.5,-122,60%
Denver Nuggets,3,PTS,G,Bradley Beal,Phoenix Suns,14.5,-102,67%
Denver Nuggets,3,PTS,G,Devin Booker,Phoenix Suns,26.5,-115,60%
Denver Nuggets,3,PTS,G,Devin Booker,Phoenix Suns,26.5,-115,60%
Minnesota Timberwolves,5,PTS,G,Cade Cunningham,Detroit Pistons,19.5,-106,67%
Minnesota Timberwolves,5,PTS,G,Cade Cunningham,Detroit Pistons,19.5,-105,67%
Philadelphia 76ers,2,PTS,G,James Harden,LA Clippers,15.5,-106,47%
Philadelphia 76ers,2,PTS,G,James Harden,LA Clippers,15.5,100,47%
Philadelphia 76ers,2,PTS,G,James Harden,LA Clippers,14.5,100,54%
Philadelphia 76ers,2,PTS,G,James Harden,LA Clippers,14.5,120,54%
Philadelphia 76ers,2,PTS,G,Norman Powell,LA Clippers,13.5,-115,74%
Philadelphia 76ers,2,PTS,G,Norman Powell,LA Clippers,13.5,-108,74%
Philadelphia 76ers,2,PTS,G,Russell Westbrook,LA Clippers,8.5,-125,87%
Philadelphia 76ers,2,PTS,G,Russell Westbrook,LA Clippers,8.5,-115,87%
New York Knicks,4,PTS,G,Ochai Agbaji,Toronto Raptors,9.5,-120,40%
New York Knicks,4,PTS,G,Ochai Agbaji,Toronto Raptors,9.5,-118,40%
New York Knicks,4,PTS,G,Gary Trent Jr.,Toronto Raptors,19.5,-128,47%
New York Knicks,4,PTS,G,Gary Trent Jr.,Toronto Raptors,19.5,-120,47%
New York Knicks,4,PTS,G,Gary Trent Jr.,Toronto Raptors,18.5,-105,47%
New York Knicks,4,PTS,G,Gary Trent Jr.,Toronto Raptors,18.5,-104,47%
Portland Trail Blazers,1,REB,G,Dejounte Murray,Atlanta Hawks,5.5,102,54%
Portland Trail Blazers,1,REB,G,Dejounte Murray,Atlanta Hawks,5.5,110,54%
Phoenix Suns,4,REB,G,Kentavious Caldwell-Pope,Denver Nuggets,2.5,-140,40%
Phoenix Suns,4,REB,G,Kentavious Caldwell-Pope,Denver Nuggets,2.5,-135,40%
Phoenix Suns,4,REB,G,Jamal Murray,Denver Nuggets,4.5,-140,54%
Phoenix Suns,4,REB,G,Jamal Murray,Denver Nuggets,3.5,122,74%
Phoenix Suns,4,REB,G,Jamal Murray,Denver Nuggets,3.5,124,74%
Minnesota Timberwolves,5,REB,G,Cade Cunningham,Detroit Pistons,4.5,-148,67%
Minnesota Timberwolves,5,REB,G,Cade Cunningham,Detroit Pistons,4.5,-145,67%
