Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,17.5,-140,60%
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,18.5,-135,60%
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,17.5,-128,60%
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,18.5,-125,60%
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,19.5,-113,53%
Washington Wizards,28,PTS,C,Nikola Vucevic,Chicago Bulls,19.5,-105,53%
San Antonio Spurs,27,PTS,C,Jusuf Nurkic,Phoenix Suns,9.5,-135,40%
San Antonio Spurs,27,PTS,C,Jusuf Nurkic,Phoenix Suns,10.5,-125,33%
San Antonio Spurs,27,PTS,C,Jusuf Nurkic,Phoenix Suns,10.5,-106,33%
Toronto Raptors,29,PTS,C,Nic Claxton,Brooklyn Nets,12.5,-113,40%
Charlotte Hornets,27,REB,C,Jarrett Allen,Cleveland Cavaliers,11.5,-115,46%
Charlotte Hornets,27,REB,C,Jarrett Allen,Cleveland Cavaliers,11.5,-115,46%
Charlotte Hornets,27,REB,C,Jarrett Allen,Cleveland Cavaliers,12.5,106,33%
Toronto Raptors,30,REB,C,Nic Claxton,Brooklyn Nets,10.5,-136,13%
Toronto Raptors,30,REB,C,Nic Claxton,Brooklyn Nets,11.5,100,13%
Memphis Grizzlies,27,AST,C,Nikola Jokic,Denver Nuggets,8.5,-120,40%
Memphis Grizzlies,27,AST,C,Nikola Jokic,Denver Nuggets,8.5,-118,40%
Boston Celtics,26,PTS,G,Bogdan Bogdanovic,Atlanta Hawks,16.5,-128,33%
Boston Celtics,26,PTS,G,Bogdan Bogdanovic,Atlanta Hawks,17.5,-115,20%
Boston Celtics,26,PTS,G,Bogdan Bogdanovic,Atlanta Hawks,17.5,-102,20%
Boston Celtics,26,PTS,G,Vit Krejci,Atlanta Hawks,6.5,-115,26%
Boston Celtics,26,PTS,G,Vit Krejci,Atlanta Hawks,6.5,-106,26%
Boston Celtics,26,PTS,G,Dejounte Murray,Atlanta Hawks,24.5,-125,46%
Boston Celtics,26,PTS,G,Dejounte Murray,Atlanta Hawks,24.5,-122,46%
Boston Celtics,26,PTS,G,Dejounte Murray,Atlanta Hawks,25.5,-105,40%
Boston Celtics,26,PTS,G,Dejounte Murray,Atlanta Hawks,25.5,-104,40%
Portland Trail Blazers,28,PTS,G,Jalen Green,Houston Rockets,25.5,-130,53%
Portland Trail Blazers,28,PTS,G,Jalen Green,Houston Rockets,26.5,-130,40%
Portland Trail Blazers,28,PTS,G,Jalen Green,Houston Rockets,25.5,-122,53%
Portland Trail Blazers,28,PTS,G,Jalen Green,Houston Rockets,26.5,-113,40%
