Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Orlando Magic,2,REB,C,Clint Capela,Atlanta Hawks,8.5,-125,13.333333333333334%
Sacramento Kings,4,REB,C,Ivica Zubac,LA Clippers,9.5,100,20.0%
Oklahoma City Thunder,3,PTS,G,Jalen Green,Houston Rockets,15.5,-113,40.0%
Orlando Magic,1,REB,G,Bogdan Bogdanovic,Atlanta Hawks,3.5,-128,46.666666666666664%
Orlando Magic,1,REB,G,Dejounte Murray,Atlanta Hawks,5.5,-146,33.33333333333333%
New Orleans Pelicans,4,REB,G,Alex Caruso,Chicago Bulls,3.5,124,40.0%
New Orleans Pelicans,4,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,-142,60.0%
New Orleans Pelicans,4,REB,G,Coby White,Chicago Bulls,4.5,-130,33.33333333333333%
Portland Trail Blazers,3,REB,G,Tre Mann,Charlotte Hornets,4.5,-106,13.333333333333334%
Atlanta Hawks,5,AST,G,Jalen Suggs,Orlando Magic,2.5,-125,40.0%
Indiana Pacers,2,AST,G,Kyrie Irving,Dallas Mavericks,5.5,-104,26.666666666666668%
Cleveland Cavaliers,4,AST,G,Tyus Jones,Washington Wizards,8.5,-115,40.0%
Orlando Magic,2,PTS,F,Jalen Johnson,Atlanta Hawks,15.5,-115,33.33333333333333%
Denver Nuggets,1,PTS,F,Draymond Green,Golden State Warriors,8.5,-125,53.333333333333336%
Denver Nuggets,1,PTS,F,Jonathan Kuminga,Golden State Warriors,16.5,-122,40.0%
Denver Nuggets,1,PTS,F,Andrew Wiggins,Golden State Warriors,13.5,-125,40.0%
Dallas Mavericks,3,PTS,F,Pascal Siakam,Indiana Pacers,22.5,-115,60.0%
Atlanta Hawks,5,REB,F,Paolo Banchero,Orlando Magic,6.5,104,66.66666666666666%
Atlanta Hawks,5,REB,F,Franz Wagner,Orlando Magic,5.5,-148,66.66666666666666%
Orlando Magic,3,REB,F,Jalen Johnson,Atlanta Hawks,8.5,-106,46.666666666666664%
Utah Jazz,1,REB,F,Julian Champagnie,San Antonio Spurs,2.5,118,40.0%
Utah Jazz,1,REB,F,Jeremy Sochan,San Antonio Spurs,6.5,-125,53.333333333333336%
Orlando Magic,5,AST,F,Jalen Johnson,Atlanta Hawks,3.5,-125,40.0%
Denver Nuggets,1,AST,F,Draymond Green,Golden State Warriors,5.5,-111,46.666666666666664%
