Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Phoenix Suns,4,PTS,C,Alperen Sengun,Houston Rockets,19.5,-125,40%
Phoenix Suns,4,PTS,C,Alperen Sengun,Houston Rockets,19.5,-110,40%
Houston Rockets,1,REB,C,Jusuf Nurkic,Phoenix Suns,10.5,-130,47%
Houston Rockets,1,REB,C,Jusuf Nurkic,Phoenix Suns,9.5,100,54%
Phoenix Suns,4,REB,G,Jalen Green,Houston Rockets,4.5,-122,47%
Phoenix Suns,4,REB,G,Jalen Green,Houston Rockets,4.5,-120,47%
Memphis Grizzlies,2,AST,G,Anfernee Simons,Portland Trail Blazers,5.5,104,54%
Memphis Grizzlies,2,AST,G,Anfernee Simons,Portland Trail Blazers,5.5,105,54%
Denver Nuggets,1,PTS,F,Rui Hachimura,Los Angeles Lakers,12.5,-122,60%
Denver Nuggets,1,PTS,F,Rui Hachimura,Los Angeles Lakers,11.5,-105,60%
Houston Rockets,4,PTS,F,Kevin Durant,Phoenix Suns,24.5,-120,47%
Houston Rockets,4,PTS,F,Kevin Durant,Phoenix Suns,23.5,-102,60%
Utah Jazz,1,REB,F,Jimmy Butler,Miami Heat,5.5,-108,80%
Utah Jazz,1,REB,F,Jimmy Butler,Miami Heat,5.5,-105,80%
