Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Washington Wizards,27,PTS,C,Nick Richards,Charlotte Hornets,11.5,-130,46%
Washington Wizards,27,PTS,C,Nick Richards,Charlotte Hornets,12.5,-104,33%
Cleveland Cavaliers,29,REB,C,Rudy Gobert,Minnesota Timberwolves,14.5,-110,53%
Cleveland Cavaliers,29,REB,C,Rudy Gobert,Minnesota Timberwolves,14.5,108,53%
Washington Wizards,28,REB,C,Nick Richards,Charlotte Hornets,9.5,-105,33%
Washington Wizards,28,REB,C,Nick Richards,Charlotte Hornets,9.5,-102,33%
Orlando Magic,26,PTS,G,Jalen Brunson,New York Knicks,28.5,-125,46%
Orlando Magic,26,PTS,G,Jalen Brunson,New York Knicks,28.5,-111,46%
Houston Rockets,30,PTS,G,Anfernee Simons,Portland Trail Blazers,27.5,-125,33%
Houston Rockets,30,PTS,G,Anfernee Simons,Portland Trail Blazers,27.5,-115,33%
Memphis Grizzlies,30,REB,G,Bogdan Bogdanovic,Atlanta Hawks,3.5,-150,53%
Memphis Grizzlies,30,REB,G,Bogdan Bogdanovic,Atlanta Hawks,3.5,-146,53%
Memphis Grizzlies,30,REB,G,Dejounte Murray,Atlanta Hawks,6.5,-105,33%
Memphis Grizzlies,30,REB,G,Dejounte Murray,Atlanta Hawks,6.5,104,33%
Atlanta Hawks,29,REB,G,John Konchar,Memphis Grizzlies,4.5,-150,20%
New Orleans Pelicans,27,AST,G,Buddy Hield,Philadelphia 76ers,4.5,135,46%
New Orleans Pelicans,27,AST,G,Kyle Lowry,Philadelphia 76ers,5.5,-120,13%
Charlotte Hornets,28,AST,G,Tyus Jones,Washington Wizards,9.5,-115,40%
Charlotte Hornets,28,AST,G,Tyus Jones,Washington Wizards,9.5,-105,40%
Los Angeles Lakers,27,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,30.5,-115,46%
Los Angeles Lakers,27,PTS,F,Giannis Antetokounmpo,Milwaukee Bucks,31.5,-102,46%
Los Angeles Lakers,27,PTS,F,Bobby Portis,Milwaukee Bucks,14.5,-108,53%
Los Angeles Lakers,29,REB,F,Giannis Antetokounmpo,Milwaukee Bucks,11.5,-140,33%
Los Angeles Lakers,29,REB,F,Giannis Antetokounmpo,Milwaukee Bucks,11.5,-128,33%
Los Angeles Lakers,29,REB,F,Bobby Portis,Milwaukee Bucks,7.5,-113,53%
New York Knicks,26,AST,F,Paolo Banchero,Orlando Magic,5.5,-125,53%
New York Knicks,26,AST,F,Paolo Banchero,Orlando Magic,5.5,-122,53%
New York Knicks,26,AST,F,Franz Wagner,Orlando Magic,3.5,-118,53%
New York Knicks,26,AST,F,Franz Wagner,Orlando Magic,3.5,-115,53%
New Orleans Pelicans,27,AST,F,Tobias Harris,Philadelphia 76ers,3.5,-130,33%
New Orleans Pelicans,27,AST,F,Tobias Harris,Philadelphia 76ers,3.5,-130,33%
Washington Wizards,28,AST,F,Miles Bridges,Charlotte Hornets,3.5,-140,46%
Washington Wizards,28,AST,F,Miles Bridges,Charlotte Hornets,3.5,-135,46%
