Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Charlotte Hornets,1,PTS,C,Jusuf Nurkic,Phoenix Suns,10.5,-110,40%
Charlotte Hornets,1,PTS,C,Jusuf Nurkic,Phoenix Suns,10.5,-106,40%
Charlotte Hornets,2,REB,C,Jusuf Nurkic,Phoenix Suns,12.5,-122,47%
Charlotte Hornets,2,REB,C,Jusuf Nurkic,Phoenix Suns,12.5,-115,47%
New Orleans Pelicans,3,PTS,G,James Harden,LA Clippers,14.5,-104,60%
New Orleans Pelicans,3,PTS,G,James Harden,LA Clippers,14.5,100,60%
Atlanta Hawks,1,PTS,G,Keyonte George,Utah Jazz,19.5,-120,34%
Atlanta Hawks,1,PTS,G,Keyonte George,Utah Jazz,19.5,-111,34%
Atlanta Hawks,1,PTS,G,Keyonte George,Utah Jazz,18.5,-110,47%
Atlanta Hawks,1,PTS,G,Keyonte George,Utah Jazz,18.5,-102,47%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,23.5,-125,20%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,23.5,-104,20%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,21.5,-102,34%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,22.5,-102,20%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,21.5,100,34%
Atlanta Hawks,1,PTS,G,Collin Sexton,Utah Jazz,22.5,110,20%
Detroit Pistons,5,AST,G,Terry Rozier,Miami Heat,5.5,-120,60%
Detroit Pistons,5,AST,G,Terry Rozier,Miami Heat,5.5,-115,60%
Denver Nuggets,2,AST,G,Tre Jones,San Antonio Spurs,6.5,-146,47%
Denver Nuggets,2,AST,G,Tre Jones,San Antonio Spurs,6.5,-140,47%
Charlotte Hornets,3,PTS,F,Kevin Durant,Phoenix Suns,26.5,-125,54%
Charlotte Hornets,3,PTS,F,Kevin Durant,Phoenix Suns,26.5,-120,54%
LA Clippers,1,REB,F,Brandon Ingram,New Orleans Pelicans,5.5,-150,60%
LA Clippers,1,REB,F,Herbert Jones,New Orleans Pelicans,3.5,-145,54%
LA Clippers,1,REB,F,Zion Williamson,New Orleans Pelicans,6.5,-146,47%
LA Clippers,1,REB,F,Zion Williamson,New Orleans Pelicans,6.5,-145,47%
Atlanta Hawks,5,REB,F,Taylor Hendricks,Utah Jazz,7.5,-145,60%
Atlanta Hawks,5,REB,F,Taylor Hendricks,Utah Jazz,7.5,-140,60%
Atlanta Hawks,5,REB,F,Taylor Hendricks,Utah Jazz,6.5,106,67%
Phoenix Suns,3,AST,F,Brandon Miller,Charlotte Hornets,2.5,108,60%
Phoenix Suns,3,AST,F,Brandon Miller,Charlotte Hornets,2.5,114,60%
San Antonio Spurs,4,AST,F,Aaron Gordon,Denver Nuggets,2.5,124,60%
San Antonio Spurs,4,AST,F,Aaron Gordon,Denver Nuggets,2.5,124,60%
