Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Boston Celtics,2,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,10.5,-130,80%
Boston Celtics,2,PTS,G,Kentavious Caldwell-Pope,Denver Nuggets,10.5,-128,80%
Boston Celtics,2,PTS,G,Jamal Murray,Denver Nuggets,22.5,-125,54%
Boston Celtics,2,PTS,G,Jamal Murray,Denver Nuggets,22.5,-118,54%
Minnesota Timberwolves,4,PTS,G,Tyrese Haliburton,Indiana Pacers,18.5,-122,27%
Minnesota Timberwolves,4,PTS,G,Tyrese Haliburton,Indiana Pacers,18.5,-120,27%
Chicago Bulls,1,REB,G,Stephen Curry,Golden State Warriors,4.5,-148,47%
Chicago Bulls,1,REB,G,Stephen Curry,Golden State Warriors,4.5,-140,47%
Chicago Bulls,1,REB,G,Brandin Podziemski,Golden State Warriors,5.5,110,74%
Chicago Bulls,1,REB,G,Brandin Podziemski,Golden State Warriors,5.5,120,74%
Detroit Pistons,4,AST,G,Dennis Schroder,Brooklyn Nets,6.5,-108,34%
Detroit Pistons,4,AST,G,Dennis Schroder,Brooklyn Nets,6.5,-105,34%
Indiana Pacers,1,AST,G,Mike Conley,Minnesota Timberwolves,6.5,-150,54%
Indiana Pacers,1,AST,G,Mike Conley,Minnesota Timberwolves,5.5,108,60%
Indiana Pacers,1,AST,G,Anthony Edwards,Minnesota Timberwolves,4.5,-142,60%
Dallas Mavericks,5,PTS,F,Jimmy Butler,Miami Heat,22.5,-110,74%
Dallas Mavericks,5,PTS,F,Jimmy Butler,Miami Heat,22.5,-106,74%
Dallas Mavericks,5,PTS,F,Duncan Robinson,Miami Heat,14.5,-120,67%
Dallas Mavericks,5,PTS,F,Duncan Robinson,Miami Heat,14.5,-118,67%
Chicago Bulls,3,REB,F,Draymond Green,Golden State Warriors,6.5,110,67%
Chicago Bulls,3,REB,F,Draymond Green,Golden State Warriors,6.5,114,67%
Chicago Bulls,3,REB,F,Jonathan Kuminga,Golden State Warriors,5.5,-115,54%
Chicago Bulls,3,REB,F,Jonathan Kuminga,Golden State Warriors,5.5,-105,54%
