Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Cleveland Cavaliers,26,REB,C,Nikola Vucevic,Chicago Bulls,10.5,100,53%
Sacramento Kings,30,AST,C,Nikola Jokic,Denver Nuggets,9.5,-140,40%
Memphis Grizzlies,30,REB,G,Mike Conley,Minnesota Timberwolves,2.5,-140,53%
Memphis Grizzlies,30,REB,G,Anthony Edwards,Minnesota Timberwolves,5.5,-135,46%
New Orleans Pelicans,26,AST,G,Tyrese Haliburton,Indiana Pacers,10.5,-130,33%
Toronto Raptors,29,AST,G,Josh Green,Dallas Mavericks,2.5,145,53%
Toronto Raptors,29,AST,G,Kyrie Irving,Dallas Mavericks,4.5,-120,33%
LA Clippers,30,PTS,G,Austin Reaves,Los Angeles Lakers,13.5,-130,73%
LA Clippers,30,PTS,G,D'Angelo Russell,Los Angeles Lakers,17.5,-130,66%
Indiana Pacers,26,REB,F,Brandon Ingram,New Orleans Pelicans,4.5,-135,46%
Indiana Pacers,26,REB,F,Herbert Jones,New Orleans Pelicans,3.5,-140,46%
Indiana Pacers,26,REB,F,Naji Marshall,New Orleans Pelicans,2.5,-120,40%
Indiana Pacers,26,REB,F,Zion Williamson,New Orleans Pelicans,5.5,-130,33%
Los Angeles Lakers,28,REB,F,Kawhi Leonard,LA Clippers,7.5,110,40%
Los Angeles Lakers,28,PTS,F,Kawhi Leonard,LA Clippers,26.5,-120,26%
