Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Utah Jazz,30,PTS,C,Nikola Jokic,Denver Nuggets,26.5,-115,46%
Utah Jazz,30,PTS,C,Nikola Jokic,Denver Nuggets,26.5,-110,46%
Dallas Mavericks,29,PTS,C,Jalen Duren,Detroit Pistons,13.5,-115,53%
Dallas Mavericks,29,PTS,C,Jalen Duren,Detroit Pistons,13.5,-108,53%
LA Clippers,29,PTS,G,Alex Caruso,Chicago Bulls,7.5,-136,46%
LA Clippers,29,PTS,G,Alex Caruso,Chicago Bulls,7.5,-125,46%
LA Clippers,29,PTS,G,Alex Caruso,Chicago Bulls,8.5,-102,46%
LA Clippers,29,PTS,G,Ayo Dosunmu,Chicago Bulls,12.5,-130,66%
LA Clippers,29,PTS,G,Ayo Dosunmu,Chicago Bulls,13.5,-111,66%
LA Clippers,29,PTS,G,Ayo Dosunmu,Chicago Bulls,13.5,-110,66%
LA Clippers,29,PTS,G,Coby White,Chicago Bulls,20.5,-115,46%
LA Clippers,29,PTS,G,Coby White,Chicago Bulls,20.5,-111,46%
Brooklyn Nets,26,REB,G,Vasilije Micic,Charlotte Hornets,3.5,128,6%
Brooklyn Nets,26,REB,G,Vasilije Micic,Charlotte Hornets,3.5,130,6%
San Antonio Spurs,28,REB,G,Brandin Podziemski,Golden State Warriors,5.5,-145,53%
San Antonio Spurs,28,REB,G,Brandin Podziemski,Golden State Warriors,6.5,110,33%
San Antonio Spurs,28,REB,G,Brandin Podziemski,Golden State Warriors,6.5,112,33%
Charlotte Hornets,28,AST,G,Dennis Schroder,Brooklyn Nets,6.5,-130,40%
Charlotte Hornets,28,AST,G,Dennis Schroder,Brooklyn Nets,6.5,-125,40%
Utah Jazz,30,AST,G,Kentavious Caldwell-Pope,Denver Nuggets,2.5,140,33%
Utah Jazz,30,AST,G,Jamal Murray,Denver Nuggets,6.5,-146,46%
Utah Jazz,30,AST,G,Jamal Murray,Denver Nuggets,7.5,100,46%
Utah Jazz,30,AST,G,Jamal Murray,Denver Nuggets,7.5,110,46%
Golden State Warriors,26,PTS,F,Jeremy Sochan,San Antonio Spurs,12.5,-120,40%
Golden State Warriors,26,PTS,F,Jeremy Sochan,San Antonio Spurs,12.5,-104,40%
Golden State Warriors,27,REB,F,Julian Champagnie,San Antonio Spurs,3.5,120,46%
Golden State Warriors,27,REB,F,Jeremy Sochan,San Antonio Spurs,7.5,-125,53%
Golden State Warriors,27,REB,F,Jeremy Sochan,San Antonio Spurs,7.5,-108,53%
