Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Dallas Mavericks,27,REB,G,Klay Thompson,Golden State Warriors,3.5,122,33%
Dallas Mavericks,27,REB,G,Klay Thompson,Golden State Warriors,3.5,130,33%
Indiana Pacers,28,REB,G,Alex Caruso,Chicago Bulls,3.5,-150,40%
Indiana Pacers,28,REB,G,Alex Caruso,Chicago Bulls,3.5,-150,40%
Indiana Pacers,28,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,-120,33%
Indiana Pacers,28,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,-120,33%
Indiana Pacers,28,REB,G,Coby White,Chicago Bulls,4.5,-140,60%
Indiana Pacers,28,REB,G,Coby White,Chicago Bulls,4.5,-125,60%
Memphis Grizzlies,29,REB,G,Vasilije Micic,Charlotte Hornets,3.5,-110,20%
Memphis Grizzlies,29,REB,G,Vasilije Micic,Charlotte Hornets,3.5,116,20%
Dallas Mavericks,29,AST,G,Chris Paul,Golden State Warriors,7.5,-150,20%
Dallas Mavericks,29,AST,G,Chris Paul,Golden State Warriors,7.5,-145,20%
Dallas Mavericks,29,AST,G,Chris Paul,Golden State Warriors,8.5,110,13%
Toronto Raptors,28,AST,G,Cade Cunningham,Detroit Pistons,7.5,-145,60%
Toronto Raptors,28,AST,G,Cade Cunningham,Detroit Pistons,7.5,-142,60%
Toronto Raptors,28,AST,G,Cade Cunningham,Detroit Pistons,8.5,120,26%
Toronto Raptors,28,AST,G,Jaden Ivey,Detroit Pistons,3.5,-142,60%
Toronto Raptors,28,AST,G,Jaden Ivey,Detroit Pistons,3.5,-135,60%
Los Angeles Lakers,26,AST,G,De'Aaron Fox,Sacramento Kings,5.5,-120,60%
Los Angeles Lakers,26,AST,G,De'Aaron Fox,Sacramento Kings,5.5,-115,60%
Los Angeles Lakers,26,AST,G,Malik Monk,Sacramento Kings,5.5,-106,40%
Dallas Mavericks,26,PTS,F,Draymond Green,Golden State Warriors,7.5,-132,46%
Dallas Mavericks,26,PTS,F,Draymond Green,Golden State Warriors,7.5,-125,46%
Dallas Mavericks,26,PTS,F,Jonathan Kuminga,Golden State Warriors,20.5,-120,40%
Dallas Mavericks,26,PTS,F,Jonathan Kuminga,Golden State Warriors,20.5,-115,40%
Dallas Mavericks,26,PTS,F,Jonathan Kuminga,Golden State Warriors,21.5,-105,26%
Dallas Mavericks,26,PTS,F,Jonathan Kuminga,Golden State Warriors,21.5,-102,26%
Dallas Mavericks,26,PTS,F,Andrew Wiggins,Golden State Warriors,12.5,-125,40%
Dallas Mavericks,26,PTS,F,Andrew Wiggins,Golden State Warriors,13.5,-110,40%
Dallas Mavericks,26,PTS,F,Andrew Wiggins,Golden State Warriors,13.5,102,40%
Atlanta Hawks,30,PTS,F,Jerami Grant,Portland Trail Blazers,18.5,-120,40%
Atlanta Hawks,30,PTS,F,Jerami Grant,Portland Trail Blazers,18.5,-118,40%
Sacramento Kings,27,PTS,F,Rui Hachimura,Los Angeles Lakers,14.5,-120,53%
Sacramento Kings,27,PTS,F,Rui Hachimura,Los Angeles Lakers,14.5,-106,53%
Chicago Bulls,26,REB,F,Pascal Siakam,Indiana Pacers,7.5,108,46%
Chicago Bulls,26,REB,F,Pascal Siakam,Indiana Pacers,7.5,114,46%
Los Angeles Lakers,27,REB,F,Harrison Barnes,Sacramento Kings,2.5,-105,40%
Los Angeles Lakers,27,REB,F,Harrison Barnes,Sacramento Kings,2.5,102,40%
Los Angeles Lakers,27,REB,F,Keegan Murray,Sacramento Kings,4.5,-150,53%
Los Angeles Lakers,27,REB,F,Keegan Murray,Sacramento Kings,4.5,-136,53%
Los Angeles Lakers,27,REB,F,Keegan Murray,Sacramento Kings,5.5,116,26%
Los Angeles Lakers,27,REB,F,Keegan Murray,Sacramento Kings,5.5,120,26%
Dallas Mavericks,30,AST,F,Draymond Green,Golden State Warriors,5.5,-150,40%
Dallas Mavericks,30,AST,F,Draymond Green,Golden State Warriors,5.5,-135,40%
Dallas Mavericks,30,AST,F,Jonathan Kuminga,Golden State Warriors,2.5,108,46%
Dallas Mavericks,30,AST,F,Jonathan Kuminga,Golden State Warriors,2.5,114,46%
