Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Dallas Mavericks,29,PTS,C,Nikola Vucevic,Chicago Bulls,20.5,-128,73%
Dallas Mavericks,29,PTS,C,Nikola Vucevic,Chicago Bulls,20.5,-120,73%
Dallas Mavericks,29,PTS,C,Nikola Vucevic,Chicago Bulls,21.5,-105,73%
Cleveland Cavaliers,26,REB,C,Jusuf Nurkic,Phoenix Suns,10.5,-130,53%
Cleveland Cavaliers,26,REB,C,Jusuf Nurkic,Phoenix Suns,10.5,-115,53%
Cleveland Cavaliers,26,REB,C,Jusuf Nurkic,Phoenix Suns,11.5,100,46%
Toronto Raptors,29,REB,C,Nikola Jokic,Denver Nuggets,12.5,-135,46%
Toronto Raptors,29,REB,C,Nikola Jokic,Denver Nuggets,12.5,-128,46%
Dallas Mavericks,29,PTS,G,Alex Caruso,Chicago Bulls,9.5,-130,33%
Dallas Mavericks,29,PTS,G,Alex Caruso,Chicago Bulls,10.5,100,26%
Dallas Mavericks,29,PTS,G,Alex Caruso,Chicago Bulls,10.5,102,26%
Dallas Mavericks,29,PTS,G,Ayo Dosunmu,Chicago Bulls,13.5,-130,60%
Dallas Mavericks,29,PTS,G,Ayo Dosunmu,Chicago Bulls,13.5,-130,60%
Dallas Mavericks,29,PTS,G,Ayo Dosunmu,Chicago Bulls,14.5,-105,46%
Dallas Mavericks,29,PTS,G,Ayo Dosunmu,Chicago Bulls,14.5,-102,46%
Dallas Mavericks,29,PTS,G,Coby White,Chicago Bulls,20.5,-128,40%
Dallas Mavericks,29,PTS,G,Coby White,Chicago Bulls,20.5,-125,40%
Dallas Mavericks,29,PTS,G,Coby White,Chicago Bulls,21.5,-105,40%
Dallas Mavericks,29,PTS,G,Coby White,Chicago Bulls,21.5,-104,40%
Dallas Mavericks,27,REB,G,Alex Caruso,Chicago Bulls,3.5,-115,40%
Dallas Mavericks,27,REB,G,Alex Caruso,Chicago Bulls,3.5,-111,40%
Dallas Mavericks,27,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,130,33%
Dallas Mavericks,27,REB,G,Ayo Dosunmu,Chicago Bulls,3.5,132,33%
Dallas Mavericks,27,REB,G,Coby White,Chicago Bulls,4.5,-146,66%
Dallas Mavericks,27,REB,G,Coby White,Chicago Bulls,5.5,114,40%
Charlotte Hornets,30,REB,G,Cade Cunningham,Detroit Pistons,4.5,-115,60%
Charlotte Hornets,30,REB,G,Cade Cunningham,Detroit Pistons,4.5,-104,60%
Charlotte Hornets,30,REB,G,Jaden Ivey,Detroit Pistons,3.5,110,20%
Charlotte Hornets,30,REB,G,Jaden Ivey,Detroit Pistons,3.5,114,20%
Dallas Mavericks,29,AST,G,Alex Caruso,Chicago Bulls,3.5,-125,46%
Dallas Mavericks,29,AST,G,Alex Caruso,Chicago Bulls,3.5,-120,46%
Dallas Mavericks,29,AST,G,Ayo Dosunmu,Chicago Bulls,4.5,-140,60%
Dallas Mavericks,29,AST,G,Ayo Dosunmu,Chicago Bulls,4.5,-136,60%
Dallas Mavericks,29,AST,G,Coby White,Chicago Bulls,6.5,105,46%
Dallas Mavericks,29,AST,G,Coby White,Chicago Bulls,6.5,112,46%
Phoenix Suns,27,AST,G,Darius Garland,Cleveland Cavaliers,6.5,-145,73%
Phoenix Suns,27,AST,G,Darius Garland,Cleveland Cavaliers,7.5,114,40%
Phoenix Suns,27,AST,G,Darius Garland,Cleveland Cavaliers,7.5,120,40%
Toronto Raptors,28,AST,G,Jamal Murray,Denver Nuggets,7.5,110,46%
Toronto Raptors,28,AST,G,Jamal Murray,Denver Nuggets,7.5,112,46%
Toronto Raptors,28,PTS,F,Aaron Gordon,Denver Nuggets,13.5,-125,66%
Toronto Raptors,28,PTS,F,Aaron Gordon,Denver Nuggets,13.5,-110,66%
Toronto Raptors,28,PTS,F,Aaron Gordon,Denver Nuggets,14.5,-104,53%
Toronto Raptors,30,REB,F,Aaron Gordon,Denver Nuggets,5.5,-148,53%
Toronto Raptors,30,REB,F,Aaron Gordon,Denver Nuggets,6.5,105,40%
Golden State Warriors,29,REB,F,Julian Champagnie,San Antonio Spurs,3.5,130,46%
Golden State Warriors,29,REB,F,Jeremy Sochan,San Antonio Spurs,6.5,-122,46%
Golden State Warriors,29,REB,F,Jeremy Sochan,San Antonio Spurs,6.5,-120,46%
Toronto Raptors,29,AST,F,Aaron Gordon,Denver Nuggets,3.5,140,40%
