Team,Opposing Team,Opposing Team Player,Fantasy Line,Fantasy Bookie,Stat,Odds,Sportsbook Bookie,Bet Over/Under,L10 Hit Rate
Boston Celtics,Detroit Pistons,Cade Cunningham,7.0,Prize Picks,AST,-156,fanduel,UNDER,70%
Chicago Bulls,Portland Trail Blazers,Kris Murray,4.0,Prize Picks,REB,-162,fanduel,OVER,80%
Indiana Pacers,Cleveland Cavaliers,Georges Niang,4.0,Prize Picks,REB,-150,fanduel,OVER,40%
Los Angeles Lakers,Atlanta Hawks,Clint Capela,10.0,Prize Picks,REB,-146,fanduel,UNDER,60%
