Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Detroit Pistons,27,REB,C,Nic Claxton,Brooklyn Nets,10.5,100,26%
Golden State Warriors,26,REB,C,Nikola Vucevic,Chicago Bulls,11.5,100,53%
Golden State Warriors,26,REB,C,Nikola Vucevic,Chicago Bulls,11.5,102,53%
Brooklyn Nets,26,REB,G,Cade Cunningham,Detroit Pistons,4.5,110,46%
Brooklyn Nets,26,REB,G,Cade Cunningham,Detroit Pistons,4.5,120,46%
Brooklyn Nets,26,REB,G,Jaden Ivey,Detroit Pistons,3.5,120,20%
Brooklyn Nets,26,REB,G,Jaden Ivey,Detroit Pistons,3.5,135,20%
San Antonio Spurs,28,REB,G,De'Aaron Fox,Sacramento Kings,4.5,-110,33%
Toronto Raptors,29,AST,G,Grayson Allen,Phoenix Suns,3.5,-110,46%
Toronto Raptors,29,AST,G,Grayson Allen,Phoenix Suns,3.5,106,46%
Toronto Raptors,29,AST,G,Bradley Beal,Phoenix Suns,5.5,108,33%
Toronto Raptors,29,AST,G,Bradley Beal,Phoenix Suns,5.5,110,33%
Toronto Raptors,30,PTS,F,Kevin Durant,Phoenix Suns,29.5,-120,33%
Toronto Raptors,30,PTS,F,Kevin Durant,Phoenix Suns,29.5,-108,33%
Toronto Raptors,30,PTS,F,Royce O'Neale,Phoenix Suns,11.5,-110,26%
Toronto Raptors,30,PTS,F,Royce O'Neale,Phoenix Suns,11.5,100,26%
Dallas Mavericks,29,AST,F,Jimmy Butler,Miami Heat,5.5,-140,46%
Dallas Mavericks,29,AST,F,Duncan Robinson,Miami Heat,3.5,-135,33%
Dallas Mavericks,29,AST,F,Duncan Robinson,Miami Heat,3.5,-115,33%
Detroit Pistons,30,AST,F,Dorian Finney-Smith,Brooklyn Nets,2.5,124,26%
