Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Sacramento Kings,4,REB,C,Nikola Vucevic,Chicago Bulls,10.5,-113,47%
Sacramento Kings,4,REB,C,Nikola Vucevic,Chicago Bulls,10.5,-105,47%
Minnesota Timberwolves,4,PTS,G,Anfernee Simons,Portland Trail Blazers,22.5,-115,54%
Minnesota Timberwolves,4,PTS,G,Anfernee Simons,Portland Trail Blazers,22.5,-110,54%
Portland Trail Blazers,5,PTS,G,Mike Conley,Minnesota Timberwolves,9.5,-120,47%
Portland Trail Blazers,5,PTS,G,Mike Conley,Minnesota Timberwolves,9.5,-115,47%
Portland Trail Blazers,5,PTS,G,Anthony Edwards,Minnesota Timberwolves,26.5,-113,67%
Portland Trail Blazers,5,PTS,G,Anthony Edwards,Minnesota Timberwolves,26.5,-110,67%
Milwaukee Bucks,4,REB,G,James Harden,LA Clippers,5.5,-130,60%
Milwaukee Bucks,4,REB,G,James Harden,LA Clippers,5.5,-128,60%
Portland Trail Blazers,5,REB,G,Mike Conley,Minnesota Timberwolves,2.5,-138,80%
Portland Trail Blazers,5,REB,G,Mike Conley,Minnesota Timberwolves,2.5,-120,80%
Portland Trail Blazers,5,REB,G,Anthony Edwards,Minnesota Timberwolves,4.5,-120,60%
Portland Trail Blazers,5,REB,G,Anthony Edwards,Minnesota Timberwolves,4.5,-104,60%
Chicago Bulls,1,REB,G,De'Aaron Fox,Sacramento Kings,4.5,-148,60%
Memphis Grizzlies,3,AST,G,Dennis Schroder,Brooklyn Nets,6.5,-135,34%
Memphis Grizzlies,3,AST,G,Dennis Schroder,Brooklyn Nets,5.5,124,34%
Milwaukee Bucks,2,PTS,F,Paul George,LA Clippers,19.5,-113,40%
Milwaukee Bucks,2,PTS,F,Paul George,LA Clippers,19.5,100,40%
Milwaukee Bucks,2,PTS,F,Kawhi Leonard,LA Clippers,26.5,-130,47%
Milwaukee Bucks,2,PTS,F,Kawhi Leonard,LA Clippers,24.5,-104,60%
Utah Jazz,1,REB,F,Deni Avdija,Washington Wizards,6.5,-105,74%
Utah Jazz,1,REB,F,Deni Avdija,Washington Wizards,6.5,-104,74%
Utah Jazz,1,REB,F,Kyle Kuzma,Washington Wizards,6.5,100,54%
Utah Jazz,1,REB,F,Kyle Kuzma,Washington Wizards,6.5,104,54%
