Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Philadelphia 76ers,26,REB,C,Ivica Zubac,LA Clippers,8.5,-140,33%
Philadelphia 76ers,26,REB,C,Ivica Zubac,LA Clippers,8.5,-120,33%
Philadelphia 76ers,26,REB,C,Ivica Zubac,LA Clippers,9.5,105,20%
Philadelphia 76ers,26,REB,C,Ivica Zubac,LA Clippers,9.5,112,20%
Miami Heat,29,REB,C,Jarrett Allen,Cleveland Cavaliers,11.5,-115,46%
Miami Heat,29,REB,C,Jarrett Allen,Cleveland Cavaliers,11.5,-104,46%
Los Angeles Lakers,27,PTS,G,Tyrese Haliburton,Indiana Pacers,18.5,-130,40%
Los Angeles Lakers,27,PTS,G,Tyrese Haliburton,Indiana Pacers,18.5,-120,40%
Los Angeles Lakers,27,PTS,G,Tyrese Haliburton,Indiana Pacers,19.5,-108,33%
Los Angeles Lakers,27,PTS,G,Tyrese Haliburton,Indiana Pacers,19.5,-105,33%
Milwaukee Bucks,29,PTS,G,Luguentz Dort,Oklahoma City Thunder,8.5,-130,80%
Milwaukee Bucks,29,PTS,G,Luguentz Dort,Oklahoma City Thunder,8.5,-130,80%
Milwaukee Bucks,29,PTS,G,Luguentz Dort,Oklahoma City Thunder,9.5,-110,60%
Milwaukee Bucks,29,PTS,G,Luguentz Dort,Oklahoma City Thunder,9.5,106,60%
Milwaukee Bucks,29,PTS,G,Josh Giddey,Oklahoma City Thunder,10.5,-110,66%
Milwaukee Bucks,29,PTS,G,Josh Giddey,Oklahoma City Thunder,10.5,-105,66%
Milwaukee Bucks,29,PTS,G,Josh Giddey,Oklahoma City Thunder,11.5,100,60%
Milwaukee Bucks,29,PTS,G,Josh Giddey,Oklahoma City Thunder,11.5,104,60%
Milwaukee Bucks,29,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,30.5,-140,60%
Milwaukee Bucks,29,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,30.5,-122,60%
Milwaukee Bucks,29,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,31.5,-110,26%
Milwaukee Bucks,29,PTS,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,31.5,-104,26%
Milwaukee Bucks,29,PTS,G,Isaiah Joe,Oklahoma City Thunder,6.5,100,60%
Milwaukee Bucks,29,PTS,G,Isaiah Joe,Oklahoma City Thunder,6.5,112,60%
Indiana Pacers,30,REB,G,Austin Reaves,Los Angeles Lakers,4.5,-105,60%
Indiana Pacers,30,REB,G,Austin Reaves,Los Angeles Lakers,4.5,112,60%
Indiana Pacers,30,REB,G,D'Angelo Russell,Los Angeles Lakers,3.5,105,46%
Indiana Pacers,30,REB,G,D'Angelo Russell,Los Angeles Lakers,3.5,116,46%
Miami Heat,28,AST,G,Darius Garland,Cleveland Cavaliers,6.5,-150,53%
Miami Heat,28,AST,G,Darius Garland,Cleveland Cavaliers,6.5,-120,53%
Golden State Warriors,29,AST,G,Mike Conley,Minnesota Timberwolves,5.5,108,33%
Golden State Warriors,29,AST,G,Mike Conley,Minnesota Timberwolves,5.5,120,33%
Golden State Warriors,29,AST,G,Anthony Edwards,Minnesota Timberwolves,4.5,-110,53%
Golden State Warriors,29,AST,G,Anthony Edwards,Minnesota Timberwolves,4.5,105,53%
