Team,Opposing Team,Opposing Team Player,Fantasy Line,Fantasy Bookie,Stat,Odds,Sportsbook Bookie,Bet Over/Under,L10 Hit Rate
Boston Celtics,Phoenix Suns,Bradley Beal,4.0,Prize Picks,REB,-152,fanduel,OVER,30%
Milwaukee Bucks,Philadelphia 76ers,Tobias Harris,7.0,Prize Picks,REB,-146,fanduel,UNDER,60%
Milwaukee Bucks,Philadelphia 76ers,Tyrese Maxey,5.0,Prize Picks,AST,-162,fanduel,OVER,40%
Portland Trail Blazers,New York Knicks,Jalen Brunson,7.0,Prize Picks,AST,-150,fanduel,OVER,50%
