Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Cleveland Cavaliers,29,REB,C,Nic Claxton,Brooklyn Nets,9.5,-142,46%
Cleveland Cavaliers,29,REB,C,Nic Claxton,Brooklyn Nets,10.5,112,20%
Sacramento Kings,30,AST,C,Alperen Sengun,Houston Rockets,4.5,-128,40%
Sacramento Kings,30,AST,C,Alperen Sengun,Houston Rockets,4.5,-125,40%
LA Clippers,29,PTS,G,Malik Beasley,Milwaukee Bucks,11.5,-128,53%
LA Clippers,29,PTS,G,Malik Beasley,Milwaukee Bucks,12.5,-110,53%
LA Clippers,29,PTS,G,Malik Beasley,Milwaukee Bucks,12.5,100,53%
LA Clippers,29,PTS,G,Pat Connaughton,Milwaukee Bucks,6.5,105,53%
LA Clippers,29,PTS,G,Damian Lillard,Milwaukee Bucks,23.5,-125,33%
LA Clippers,29,PTS,G,Damian Lillard,Milwaukee Bucks,25.5,-111,20%
LA Clippers,29,PTS,G,Damian Lillard,Milwaukee Bucks,23.5,-110,33%
LA Clippers,29,PTS,G,Damian Lillard,Milwaukee Bucks,24.5,-102,20%
Washington Wizards,28,PTS,G,Terry Rozier,Miami Heat,17.5,-122,26%
Washington Wizards,28,PTS,G,Terry Rozier,Miami Heat,17.5,-115,26%
Washington Wizards,28,PTS,G,Terry Rozier,Miami Heat,16.5,-115,40%
Philadelphia 76ers,27,PTS,G,Jalen Brunson,New York Knicks,28.5,-113,40%
Philadelphia 76ers,27,PTS,G,Jalen Brunson,New York Knicks,28.5,-110,40%
Philadelphia 76ers,27,PTS,G,Josh Hart,New York Knicks,12.5,-128,66%
Philadelphia 76ers,27,PTS,G,Josh Hart,New York Knicks,12.5,-125,66%
Philadelphia 76ers,27,PTS,G,Josh Hart,New York Knicks,13.5,102,60%
Orlando Magic,26,PTS,G,Tyrese Haliburton,Indiana Pacers,19.5,-115,26%
Orlando Magic,26,PTS,G,Tyrese Haliburton,Indiana Pacers,19.5,-111,26%
Houston Rockets,30,PTS,G,De'Aaron Fox,Sacramento Kings,26.5,-125,53%
Houston Rockets,30,PTS,G,De'Aaron Fox,Sacramento Kings,26.5,-120,53%
Houston Rockets,30,PTS,G,De'Aaron Fox,Sacramento Kings,27.5,-102,46%
Houston Rockets,30,PTS,G,Malik Monk,Sacramento Kings,16.5,-120,66%
Houston Rockets,30,PTS,G,Malik Monk,Sacramento Kings,16.5,-113,66%
Brooklyn Nets,26,REB,G,Darius Garland,Cleveland Cavaliers,2.5,-130,33%
Philadelphia 76ers,27,REB,G,Jalen Brunson,New York Knicks,3.5,-105,26%
Philadelphia 76ers,27,REB,G,Jalen Brunson,New York Knicks,3.5,108,26%
Philadelphia 76ers,27,REB,G,Josh Hart,New York Knicks,8.5,-145,66%
Philadelphia 76ers,27,REB,G,Josh Hart,New York Knicks,8.5,-136,66%
Philadelphia 76ers,27,REB,G,Josh Hart,New York Knicks,9.5,-102,66%
Philadelphia 76ers,27,REB,G,Josh Hart,New York Knicks,9.5,100,66%
Memphis Grizzlies,30,REB,G,Luguentz Dort,Oklahoma City Thunder,3.5,-130,46%
Memphis Grizzlies,30,REB,G,Luguentz Dort,Oklahoma City Thunder,3.5,-122,46%
Memphis Grizzlies,30,REB,G,Josh Giddey,Oklahoma City Thunder,6.5,-105,26%
Memphis Grizzlies,30,REB,G,Josh Giddey,Oklahoma City Thunder,6.5,102,26%
Memphis Grizzlies,30,REB,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,5.5,-120,46%
Memphis Grizzlies,30,REB,G,Shai Gilgeous-Alexander,Oklahoma City Thunder,5.5,-113,46%
New Orleans Pelicans,27,AST,G,Bogdan Bogdanovic,Atlanta Hawks,3.5,114,46%
New Orleans Pelicans,27,AST,G,Bogdan Bogdanovic,Atlanta Hawks,3.5,114,46%
New Orleans Pelicans,27,AST,G,Dejounte Murray,Atlanta Hawks,7.5,-120,33%
New Orleans Pelicans,27,AST,G,Dejounte Murray,Atlanta Hawks,7.5,-111,33%
Philadelphia 76ers,26,AST,G,Jalen Brunson,New York Knicks,6.5,-102,40%
Philadelphia 76ers,26,AST,G,Jalen Brunson,New York Knicks,6.5,100,40%
Philadelphia 76ers,26,AST,G,Josh Hart,New York Knicks,4.5,-150,60%
Philadelphia 76ers,26,AST,G,Josh Hart,New York Knicks,4.5,-128,60%
Atlanta Hawks,29,PTS,F,Brandon Ingram,New Orleans Pelicans,19.5,-125,40%
Atlanta Hawks,29,PTS,F,Brandon Ingram,New Orleans Pelicans,19.5,-125,40%
Atlanta Hawks,29,PTS,F,Brandon Ingram,New Orleans Pelicans,20.5,-111,40%
Atlanta Hawks,29,PTS,F,Brandon Ingram,New Orleans Pelicans,20.5,-105,40%
Atlanta Hawks,29,PTS,F,Herbert Jones,New Orleans Pelicans,9.5,-140,66%
Atlanta Hawks,29,PTS,F,Herbert Jones,New Orleans Pelicans,9.5,-128,66%
Atlanta Hawks,29,PTS,F,Herbert Jones,New Orleans Pelicans,10.5,-104,66%
Atlanta Hawks,29,PTS,F,Zion Williamson,New Orleans Pelicans,22.5,-135,46%
Atlanta Hawks,29,PTS,F,Zion Williamson,New Orleans Pelicans,22.5,-120,46%
Atlanta Hawks,29,PTS,F,Zion Williamson,New Orleans Pelicans,23.5,-111,26%
Cleveland Cavaliers,28,PTS,F,Dorian Finney-Smith,Brooklyn Nets,9.5,-120,33%
