Team,Defense Rank,Stat,Position,Opposing Player,Opposing Player Team,PRJ Line,Odds,L15 Hit Rate
Minnesota Timberwolves,26,PTS,C,Nikola Jokic,Denver Nuggets,25.5,-128,53%
Minnesota Timberwolves,26,PTS,C,Nikola Jokic,Denver Nuggets,25.5,-125,53%
Minnesota Timberwolves,26,PTS,C,Nikola Jokic,Denver Nuggets,26.5,-111,46%
Minnesota Timberwolves,26,PTS,C,Nikola Jokic,Denver Nuggets,26.5,-105,46%
Washington Wizards,28,REB,C,Jock Landale,Houston Rockets,6.5,100,6%
Dallas Mavericks,29,PTS,G,Tre Jones,San Antonio Spurs,10.5,-115,33%
Dallas Mavericks,29,PTS,G,Tre Jones,San Antonio Spurs,10.5,-104,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,24.5,-135,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,22.5,-130,40%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,23.5,-125,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,24.5,-122,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,25.5,-120,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,23.5,-115,33%
Houston Rockets,30,PTS,G,Jalen Green,Washington Wizards,25.5,-113,33%
Charlotte Hornets,30,REB,G,Jalen Suggs,Orlando Magic,3.5,-110,33%
Charlotte Hornets,30,REB,G,Jalen Suggs,Orlando Magic,3.5,-104,33%
Dallas Mavericks,27,REB,G,Tre Jones,San Antonio Spurs,3.5,-138,66%
Dallas Mavericks,27,REB,G,Tre Jones,San Antonio Spurs,3.5,-130,66%
Houston Rockets,26,REB,G,Jalen Green,Washington Wizards,6.5,-120,33%
Houston Rockets,26,REB,G,Jalen Green,Washington Wizards,6.5,-111,33%
Minnesota Timberwolves,30,AST,G,Jamal Murray,Denver Nuggets,6.5,-140,53%
Minnesota Timberwolves,30,AST,G,Jamal Murray,Denver Nuggets,6.5,-130,53%
Dallas Mavericks,26,PTS,F,Jeremy Sochan,San Antonio Spurs,12.5,-128,53%
Dallas Mavericks,26,PTS,F,Jeremy Sochan,San Antonio Spurs,13.5,-110,53%
Dallas Mavericks,26,PTS,F,Jeremy Sochan,San Antonio Spurs,13.5,-102,53%
Houston Rockets,28,REB,F,Jeff Green,Washington Wizards,2.5,-115,20%
Houston Rockets,28,REB,F,Kyle Kuzma,Washington Wizards,7.5,-115,33%
Houston Rockets,28,REB,F,Kyle Kuzma,Washington Wizards,7.5,-113,33%
Houston Rockets,28,REB,F,Jae'Sean Tate,Washington Wizards,2.5,-150,20%
Houston Rockets,28,REB,F,Jae'Sean Tate,Washington Wizards,3.5,120,20%
Dallas Mavericks,30,AST,F,Jeremy Sochan,San Antonio Spurs,2.5,-125,46%
Houston Rockets,27,AST,F,Kyle Kuzma,Washington Wizards,4.5,105,26%
Houston Rockets,27,AST,F,Kyle Kuzma,Washington Wizards,4.5,108,26%
